
split.split.split,30,30,0.2,14.875228643417358,(good)
split.split.split,30,30,0.2,3.8713858127593994,(good)
split.split.split,30,30,0.2,8.685789346694946,(good)
split.split.split,30,30,0.2,32.51449131965637,(good)
split.split.split,30,30,0.2,41.68683934211731,(good)
split.split.split,30,30,0.2,-1,(timed_out)
split.split.split,50,50,0.2,246.19447588920593,(good)
split.split.split,50,50,0.2,-1,(timed_out)
split.split.split,50,50,0.2,94.7532434463501,(good)
split.split.split,50,50,0.2,261.7562937736511,(good)
split.split.split,50,50,0.2,-1,(timed_out)
split.split.split,50,50,0.2,16.600167512893677,(good)
split.split.split,50,50,0.2,145.3879749774933,(good)
split.split.split,80,80,0.2,49.732893228530884,(good)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,-1,(timed_out)
