delete.delete.delete,10,10,0.2,0.9473376274108887
delete.delete.delete,10,10,0.2,1.465149164199829
delete.delete.delete,10,10,0.2,1.3586878776550293
delete.delete.delete,30,30,0.2,4.802814483642578
delete.delete.delete,30,30,0.2,8.76624608039856
delete.delete.delete,30,30,0.2,39.210811376571655
delete.delete.delete,50,50,0.2,24.158169269561768
delete.delete.delete,50,50,0.2,127.86862325668335
create.create.create,10,10,0.2,0.6046872138977051
create.create.create,10,10,0.2,3.2533490657806396
create.create.create,10,10,0.2,5.665663003921509
create.create.create,30,30,0.2,19.90628671646118
create.create.create,30,30,0.2,20.44422745704651
create.create.create,30,30,0.2,1.4200019836425781
create.create.create,50,50,0.2,2.6077921390533447
create.create.create,50,50,0.2,2.3897650241851807
create.create.create,50,50,0.2,17.109382390975952
merge.merge.merge,10,10,0.2,39.19819641113281
merge.merge.merge,10,10,0.2,2.505732774734497
merge.merge.merge,10,10,0.2,4.123447418212891
merge.merge.merge,30,30,0.2,27.138235807418823
merge.merge.merge,30,30,0.2,20.551182508468628
merge.merge.merge,30,30,0.2,19.040765523910522
merge.merge.merge,50,50,0.2,262.6541578769684
split.split.split,10,10,0.2,2.230471134185791
split.split.split,10,10,0.2,5.586613178253174
split.split.split,10,10,0.2,1.2980678081512451
split.split.split,30,30,0.2,10.273465633392334
split.split.split,30,30,0.2,39.855530738830566
split.split.split,30,30,0.2,1.6253812313079834
split.split.split,50,50,0.2,230.0142204761505
