delete,10,30,0.2,5.809719800949097
delete,10,30,0.2,11.352248191833496
delete,10,30,0.2,11.471667051315308
delete,30,10,0.2,11.98254132270813
delete,30,10,0.2,14.995272159576416
delete,10,50,0.2,-10
delete,50,10,0.2,-10
delete,50,10,0.2,-10
delete,50,10,0.2,-10
create,10,30,0.2,210.5135486125946
create,10,30,0.2,0.573667049407959
create,10,30,0.2,33.62676692008972
create,30,10,0.2,3.718547821044922
create,30,10,0.2,5.556738615036011
create,30,10,0.2,113.49761772155762
create,10,50,0.2,78.86654925346375
create,10,50,0.2,101.53763604164124
create,50,10,0.2,83.89783215522766
merge,10,30,0.2,169.5547342300415
merge,10,30,0.2,32.82375454902649
merge,10,30,0.2,9.028021574020386
merge,30,10,0.2,34.150304079055786
merge,30,10,0.2,165.48447465896606
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,10,50,0.2,-10
merge,50,10,0.2,-10
merge,50,10,0.2,-10
merge,50,10,0.2,-10
merge,50,10,0.2,-10
split,10,30,0.2,138.4691457748413
split,10,30,0.2,177.13095688819885
split,10,30,0.2,3.1828415393829346
split,30,10,0.2,174.36983633041382
split,30,10,0.2,3.9284846782684326
split,30,10,0.2,270.1498107910156
split,10,50,0.2,-10
