create.delete.create,10,10,0.2,1.3504583835601807
create.create.split,10,10,0.2,0.9180428981781006
split.split.split,10,10,0.2,0.9577009677886963
split.merge.delete,30,30,0.2,50.457679271698
create.create.delete,30,30,0.2,10.172985792160034
merge.split.split,30,30,0.2,6.9669036865234375
split.split.split,50,50,0.2,15.445167303085327
create.create.split,10,10,0.2,2.0855178833007812
merge.merge.split,10,10,0.2,3.706684112548828
split.split.create,30,30,0.2,14.732611417770386
delete.delete.split,30,30,0.2,110.41944146156311
delete.split.create,50,50,0.2,7.616801977157593
create.split.create,50,50,0.2,221.5056390762329
delete.create.create,10,10,0.2,2.5447773933410645
create.create.create,10,10,0.2,0.50960373878479
create.delete.split,10,10,0.2,10.614765167236328
create.delete.split,30,30,0.2,7.499796390533447
merge.delete.delete,30,30,0.2,59.357606172561646
split.create.split,30,30,0.2,2.0725579261779785
create.create.create,50,50,0.2,229.55339765548706
delete.delete.delete,50,50,0.2,62.49958276748657
create.split.create,10,10,0.2,0.45355677604675293
create.create.delete,10,10,0.2,0.7931337356567383
create.create.delete,10,10,0.2,0.6426124572753906
merge.create.create,30,30,0.2,3.0127251148223877
split.merge.split,30,30,0.2,33.07716202735901
split.create.create,30,30,0.2,1.9458701610565186
delete,50,50,0.2,-1,(timed_out)
split.split.create,50,50,0.2,262.1535427570343
merge.split.split,50,50,0.2,18.319300889968872
delete.create.delete,10,10,0.2,11.248579263687134
delete.create.delete,10,10,0.2,6.254944562911987
create.delete.create,10,10,0.2,0.7783985137939453
