delete,5,5,0.2,1.2192752361297607
delete,5,5,0.2,0.566880464553833
delete,5,5,0.2,0.7678489685058594
delete,10,10,0.2,1.4792983531951904
delete,10,10,0.2,1.4196922779083252
delete,10,10,0.2,1.4709608554840088
delete,15,15,0.2,3.3263344764709473
delete,15,15,0.2,2.5242583751678467
delete,15,15,0.2,5.938220024108887
delete,20,20,0.2,4.080427169799805
delete,20,20,0.2,3.5779225826263428
delete,20,20,0.2,11.255309343338013
delete,25,25,0.2,6.339982509613037
delete,25,25,0.2,9.047826766967773
delete,25,25,0.2,7.1423749923706055
delete,30,30,0.2,29.22498321533203
delete,30,30,0.2,9.297038793563843
delete,30,30,0.2,5.985687017440796
delete,35,35,0.2,28.36376452445984
delete,35,35,0.2,13.452800273895264
delete,35,35,0.2,10.300729751586914
delete,40,40,0.2,18.12901544570923
delete,40,40,0.2,21.79608392715454
delete,40,40,0.2,13.00708293914795
delete,45,45,0.2,23.346395254135132
delete,45,45,0.2,30.873865842819214
delete,45,45,0.2,71.62789177894592
delete,50,50,0.2,56.364662170410156
delete,50,50,0.2,40.66742300987244
delete,50,50,0.2,28.515526294708252
create,5,5,0.2,0.6672828197479248
create,5,5,0.2,1.4699888229370117
create,5,5,0.2,1.5705945491790771
create,10,10,0.2,10.1008620262146
create,10,10,0.2,1.670788288116455
create,10,10,0.2,0.7178101539611816
create,15,15,0.2,12.759441375732422
create,15,15,0.2,30.82546329498291
create,15,15,0.2,19.48419427871704
create,20,20,0.2,13.311288833618164
create,20,20,0.2,8.194103002548218
create,20,20,0.2,64.29713296890259
create,25,25,0.2,85.11527705192566
create,25,25,0.2,471.19259810447693
create,25,25,0.2,65.79967021942139
create,30,30,0.2,31.24709725379944
create,30,30,0.2,56.97022318840027
create,30,30,0.2,191.15776944160461
create,35,35,0.2,218.6987316608429
create,35,35,0.2,400.1205449104309
create,35,35,0.2,600
create,40,40,0.2,600
create,40,40,0.2,5.283657073974609
create,40,40,0.2,433.6874804496765
create,45,45,0.2,57.42776155471802
create,45,45,0.2,600
create,45,45,0.2,600
create,50,50,0.2,7.953678846359253
create,50,50,0.2,600
create,50,50,0.2,600
merge,10,10,0.2,-1
merge,10,10,0.2,2.665808916091919
merge,10,10,0.2,0.8792548179626465
merge,10,10,0.2,1.405531644821167
merge,30,30,0.2,21.322280645370483
merge,30,30,0.2,8.407292366027832
merge,30,30,0.2,32.13765835762024
merge,50,50,0.2,691.2057626247406
merge,50,50,0.2,39.38179421424866
merge,50,50,0.2,41.90659141540527
split,10,10,0.2,2.8179523944854736
split,10,10,0.2,0.6602756977081299
split,10,10,0.2,7.576099872589111
split,30,30,0.2,105.90767335891724
split,30,30,0.2,34.839056968688965
split,30,30,0.2,24.172489166259766
split,50,50,0.2,6.681174993515015
split,50,50,0.2,1245.3924715518951
