delete.delete.delete,10,10,0.2,0.804323673248291,(good)
delete.delete.delete,10,10,0.2,0.8911364078521729,(good)
delete.delete.delete,30,30,0.2,-1,(good)
delete.delete.delete,30,30,0.2,4.236492395401001,(good)
delete.delete.delete,30,30,0.2,9.104097127914429,(good)
delete.delete.delete,30,30,0.2,33.34460210800171,(good)
delete.delete.delete,30,30,0.2,5.804499626159668,(good)
delete.delete.delete,50,50,0.2,11.976560115814209,(good)
delete.delete.delete,50,50,0.2,12.742312908172607,(good)
delete.delete.delete,50,50,0.2,23.316771507263184,(good)
delete.delete.delete,50,50,0.2,94.36034822463989,(good)
delete.delete.delete,50,50,0.2,68.39678835868835,(good)
delete.delete.delete,50,50,0.2,24.28498601913452,(good)
delete.delete.delete,80,80,0.2,-1,(good)
delete.delete.delete,80,80,0.2,107.09029364585876,(good)
delete.delete.delete,80,80,0.2,-1,(good)
create.create.create,10,10,0.2,1.8746006488800049,(good)
create.create.create,10,10,0.2,1.8516650199890137,(good)
create.create.create,10,10,0.2,0.3109428882598877,(good)
create.create.create,10,10,0.2,0.7696192264556885,(good)
create.create.create,10,10,0.2,0.8428769111633301,(good)
create.create.create,10,10,0.2,0.9253673553466797,(good)
create.create.create,10,10,0.2,0.24119305610656738,(good)
create.create.create,30,30,0.2,0.5250327587127686,(good)
create.create.create,30,30,0.2,4.3908281326293945,(good)
create.create.create,30,30,0.2,2.0223617553710938,(good)
create.create.create,30,30,0.2,0.7623107433319092,(good)
create.create.create,30,30,0.2,1.735675573348999,(good)
create.create.create,30,30,0.2,1.2737069129943848,(good)
create.create.create,30,30,0.2,141.32973289489746,(good)
create.create.create,50,50,0.2,0.615642786026001,(good)
create.create.create,50,50,0.2,-1,(timed_out)
create.create.create,50,50,0.2,3.343146562576294,(good)
create.create.create,50,50,0.2,2.479520797729492,(good)
create.create.create,50,50,0.2,0.7347333431243896,(good)
create.create.create,50,50,0.2,1.188608169555664,(good)
create.create.create,50,50,0.2,168.50061440467834,(good)
create.create.create,80,80,0.2,0.9690206050872803,(good)
create.create.create,80,80,0.2,-1,(timed_out)
create.create.create,80,80,0.2,8.993910551071167,(good)
create.create.create,80,80,0.2,-1,(timed_out)
create.create.create,80,80,0.2,4.179690599441528,(good)
create.create.create,80,80,0.2,3.9607458114624023,(good)
create.create.create,80,80,0.2,17.948695182800293,(good)
merge.merge.merge,80,80,0.2,-1,(good)
split.split.split,10,10,0.2,4.096665859222412,(good)
split.split.split,30,30,0.2,8.445197820663452,(good)
split.split.split,30,30,0.2,4.673182964324951,(good)
split.split.split,30,30,0.2,3.0560879707336426,(good)
split.split.split,30,30,0.2,9.115270614624023,(good)
split.split.split,50,50,0.2,2.9144680500030518,(good)
split.split.split,50,50,0.2,56.91659331321716,(good)
split.split.split,80,80,0.2,-1,(timed_out)
split.split.split,80,80,0.2,267.5964324474335,(good)
split.split.split,80,80,0.2,301.0287809371948,(good)
split.split.split,80,80,0.2,-1,(timed_out)
